,DJI_label,NASDAQ_label,NYSE_label,RUSSELL_label,S&P_label
1148,1,1,1,1,1
1149,0,1,0,1,0
1150,1,1,1,0,1
1151,1,0,1,0,0
1152,1,1,1,1,1
1153,1,1,1,1,1
1154,0,0,0,0,0
1155,1,1,1,1,1
1156,0,0,1,0,0
1157,1,1,1,1,1
1158,0,0,0,0,0
1159,0,0,0,0,0
1160,1,1,1,1,1
1161,0,0,0,0,0
1162,0,0,0,0,0
1163,1,0,1,1,1
1164,0,0,0,0,0
1165,0,0,0,0,0
1166,0,1,0,1,0
1167,0,0,0,0,0
1168,1,0,1,0,1
1169,0,0,0,0,0
1170,0,0,0,0,0
1171,0,1,0,1,0
1172,1,1,1,1,1
1173,0,0,0,0,0
1174,1,0,1,0,1
1175,0,1,0,1,1
1176,1,1,1,1,1
1177,0,0,0,0,0
1178,1,0,1,0,1
1179,1,1,1,1,1
1180,0,0,0,0,0
1181,1,0,0,0,0
1182,1,1,1,1,1
1183,0,1,1,1,1
1184,0,0,0,0,0
1185,0,0,1,0,0
1186,0,0,0,0,0
1187,0,1,1,1,1
1188,1,1,1,1,1
1189,1,1,1,1,1
1190,0,0,0,0,0
1191,1,1,1,1,1
1192,0,0,0,0,0
1193,1,1,1,1,1
1194,1,1,1,1,1
1195,1,1,1,1,1
1196,1,0,1,0,0
1197,0,0,0,0,0
1198,1,1,0,1,1
1199,1,1,1,1,1
1200,0,0,0,0,0
1201,1,1,1,1,1
1202,1,1,1,1,1
1203,1,1,1,1,1
1204,1,0,0,0,0
1205,1,1,1,0,1
1206,1,0,0,0,0
1207,0,0,0,1,0
1208,0,0,0,0,0
1209,0,0,0,0,0
1210,1,1,1,1,1
1211,0,0,0,0,0
1212,0,0,0,0,0
1213,0,0,1,1,1
1214,0,0,0,0,0
1215,1,1,1,1,1
1216,0,0,0,0,0
1217,0,0,0,0,0
1218,1,0,1,1,1
1219,0,1,1,1,1
1220,0,1,0,0,0
1221,0,0,0,0,0
1222,0,1,0,0,0
1223,0,0,0,0,0
1224,0,0,0,0,0
1225,1,0,1,0,1
1226,0,0,1,1,0
1227,1,0,0,1,0
1228,0,1,0,1,0
1229,0,0,0,0,0
1230,1,1,1,1,1
1231,0,0,0,0,0
1232,0,0,0,0,0
1233,0,0,0,0,0
1234,1,0,1,1,1
1235,0,0,0,0,0
1236,0,0,1,1,1
1237,1,1,1,1,1
1238,0,0,0,0,0
1239,0,0,0,0,0
1240,1,1,1,1,1
1241,0,0,0,0,0
1242,1,1,1,1,1
1243,1,0,1,0,1
1244,1,1,1,1,1
1245,0,0,0,0,0
1246,1,1,1,1,1
1247,1,1,1,1,1
1248,1,1,1,1,1
1249,0,0,0,0,0
1250,0,0,0,0,0
1251,0,0,0,0,0
1252,0,0,0,0,0
1253,0,1,0,0,0
1254,0,0,0,0,1
1255,0,0,0,0,0
1256,1,0,0,0,0
1257,1,1,1,1,1
1258,1,1,1,1,1
1259,0,1,1,1,1
1260,1,1,1,1,1
1261,1,1,1,1,1
1262,0,0,0,0,0
1263,0,0,0,0,0
1264,1,1,1,1,1
1265,1,1,1,1,1
1266,1,1,1,0,1
1267,1,1,1,1,1
1268,1,1,1,1,1
1269,0,0,0,0,0
1270,0,0,1,1,0
1271,0,0,0,1,0
1272,0,0,0,0,0
1273,1,0,1,1,1
1274,0,0,0,0,0
1275,1,1,1,1,1
1276,1,1,1,1,1
1277,0,0,0,0,0
1278,1,1,1,1,1
1279,0,0,0,0,0
1280,0,0,0,0,0
1281,0,1,1,1,1
1282,0,0,0,0,0
1283,1,1,1,1,1
1284,1,1,1,1,1
1285,0,0,0,0,0
1286,1,0,1,1,1
1287,0,0,0,0,0
1288,0,0,0,0,0
1289,0,0,0,0,0
1290,1,0,0,0,1
1291,1,0,1,1,1
1292,0,0,0,0,0
1293,1,0,1,0,1
1294,0,0,0,0,0
1295,0,1,1,0,1
1296,1,0,1,0,1
1297,1,1,1,1,1
1298,0,0,0,0,0
1299,1,1,1,1,1
1300,1,1,1,1,1
1301,0,0,0,0,0
1302,1,1,1,1,1
1303,0,0,0,0,0
1304,1,1,1,1,1
1305,1,1,0,0,1
1306,0,0,0,0,0
1307,1,1,1,1,1
1308,0,0,0,0,0
1309,1,0,1,0,1
1310,0,0,0,0,0
1311,1,0,1,0,1
1312,0,0,0,0,0
1313,1,1,0,1,1
1314,1,1,1,1,1
1315,1,1,1,1,1
1316,1,1,1,1,1
1317,0,0,0,0,0
1318,0,0,0,0,0
1319,1,1,1,1,1
1320,1,1,1,1,1
1321,0,0,0,0,0
1322,0,0,0,0,0
1323,1,1,1,1,1
1324,0,0,0,0,0
1325,0,0,0,1,0
1326,0,0,0,0,0
1327,1,1,1,0,1
1328,0,1,0,1,0
1329,0,0,0,0,0
1330,1,1,1,1,1
1331,1,1,1,1,1
1332,0,0,0,0,0
1333,1,0,1,1,1
1334,0,0,0,0,0
1335,0,0,0,0,0
1336,0,0,0,1,0
1337,1,1,1,1,1
1338,0,1,0,0,0
1339,1,1,1,1,1
1340,1,1,1,1,1
1341,0,0,0,0,0
1342,0,0,0,0,0
1343,1,1,1,1,1
1344,1,1,1,0,1
1345,0,0,0,0,0
1346,0,0,0,0,0
1347,1,1,1,0,1
1348,1,1,1,1,1
1349,1,0,0,1,1
1350,0,0,0,0,0
1351,0,1,0,1,0
1352,0,0,1,0,0
1353,0,1,1,1,1
1354,1,0,1,0,1
1355,0,0,0,1,0
1356,1,1,1,1,1
1357,1,1,1,1,1
1358,0,0,0,0,0
1359,1,1,1,1,1
1360,1,1,1,1,1
1361,0,0,0,0,0
1362,1,1,0,0,1
1363,0,0,0,0,0
1364,1,1,1,1,1
1365,1,0,1,0,1
1366,1,1,1,1,1
1367,1,1,1,1,0
1368,0,0,0,0,0
1369,0,0,0,0,0
1370,1,1,1,1,1
1371,1,1,1,1,1
1372,0,0,0,0,0
1373,0,0,0,1,0
1374,0,0,0,0,0
1375,1,1,1,1,1
1376,0,0,0,0,0
1377,0,0,0,0,0
1378,1,1,1,1,1
1379,1,1,1,1,1
1380,0,1,0,1,1
1381,1,1,1,1,1
1382,0,0,0,0,0
1383,0,0,0,0,0
1384,1,1,0,1,1
1385,1,1,1,1,1
1386,0,0,0,0,0
1387,1,1,1,1,1
1388,0,0,0,0,0
1389,0,0,0,0,0
1390,0,0,0,0,0
1391,0,0,0,0,0
1392,1,1,1,1,1
1393,0,0,0,0,0
1394,1,0,1,1,0
1395,0,0,1,1,0
1396,1,1,1,1,1
1397,1,1,1,0,1
1398,1,1,1,1,1
1399,1,1,1,1,1
1400,1,1,1,1,1
1401,0,0,0,0,0
1402,0,0,0,0,0
1403,1,0,1,0,0
1404,1,1,0,0,1
1405,1,1,1,1,1
1406,1,1,1,1,1
1407,1,0,0,0,0
1408,1,1,1,1,1
1409,1,1,1,1,1
