,DJI_label,NASDAQ_label,NYSE_label,RUSSELL_label,S&P_label
74,0,0,0,0,0
865,1,1,1,1,1
1323,1,1,1,1,1
701,1,1,0,0,0
327,0,0,0,0,0
1349,1,0,0,1,1
390,1,1,0,1,1
1578,1,1,1,1,1
822,0,0,0,0,0
1613,1,0,1,0,1
1561,0,0,0,0,0
536,0,0,0,0,0
1554,0,1,0,0,0
888,0,0,0,0,0
295,1,1,1,1,1
333,0,0,0,0,0
1682,1,0,1,0,1
112,1,0,0,0,1
1644,0,0,0,0,0
1633,0,0,0,0,0
1443,0,1,0,1,1
694,1,0,0,0,0
281,0,0,0,0,0
669,1,0,1,0,1
1312,0,0,0,0,0
868,1,1,1,1,1
1360,1,1,1,1,1
1427,0,0,0,0,0
1577,0,0,0,0,0
93,0,0,1,0,0
1075,1,1,1,1,1
1520,1,1,1,1,1
801,0,0,0,0,0
1477,1,1,1,1,1
4,0,1,0,0,0
1716,1,1,1,1,1
1317,0,0,0,0,0
1286,1,0,1,1,1
88,0,0,0,0,0
29,1,0,1,0,1
1244,1,1,1,1,1
949,0,1,0,1,0
1399,1,1,1,1,1
939,1,1,1,1,1
1351,0,1,0,1,0
993,1,1,1,1,1
929,0,1,0,1,0
1225,1,0,1,0,1
193,1,0,1,1,1
1479,0,0,0,0,0
1130,1,0,0,0,1
902,0,0,0,1,0
1725,0,0,0,0,0
393,1,1,1,1,1
1374,0,0,0,0,0
965,1,1,1,1,1
1487,1,0,0,0,0
818,0,0,0,0,0
1223,0,0,0,0,0
871,1,1,1,1,1
56,1,1,1,1,1
894,0,1,0,1,1
418,0,0,0,0,0
1631,1,1,1,1,1
1208,0,0,0,0,0
1539,0,0,0,0,0
661,1,0,0,0,0
675,0,1,1,1,1
692,1,1,1,1,1
502,1,1,1,1,1
1118,1,1,1,1,1
1469,0,0,0,0,0
332,0,0,0,0,0
1182,1,1,1,1,1
856,1,1,1,1,1
1549,1,1,1,1,1
962,1,1,1,1,0
1224,0,0,0,0,0
1761,1,1,0,0,1
1753,1,1,1,1,1
1612,0,0,0,0,0
1016,0,0,0,0,0
260,0,0,0,0,0
289,1,0,1,0,1
45,0,0,0,0,0
299,1,1,1,1,1
199,1,0,1,1,0
1252,0,0,0,0,0
349,1,1,1,1,1
31,0,0,0,0,0
1734,1,1,1,0,1
55,0,0,0,0,0
1511,1,1,1,1,1
1396,1,1,1,1,1
1039,1,1,1,1,1
1694,1,1,1,1,1
1029,0,0,0,0,0
851,0,0,0,0,0
1656,1,0,1,1,1
455,0,1,0,0,0
1021,1,1,1,1,1
919,1,1,1,1,1
46,0,0,0,0,0
268,1,0,1,0,0
605,1,1,1,1,1
151,0,0,0,0,0
322,1,1,1,1,1
144,1,1,1,1,1
156,1,0,0,0,0
324,0,1,0,0,0
230,1,1,1,1,1
546,1,1,1,1,1
430,0,0,0,0,0
1345,0,0,0,0,0
1474,1,1,1,1,1
394,1,1,1,1,1
987,1,1,1,1,1
1239,0,0,0,0,0
1748,0,0,0,0,0
1194,1,1,1,1,1
674,1,0,1,0,1
155,1,1,1,1,1
1336,0,0,0,1,0
876,0,0,0,0,0
1654,1,0,0,1,0
330,1,0,1,1,1
1537,1,0,1,1,1
1601,0,1,0,1,1
38,0,0,0,1,0
575,1,1,1,1,1
843,1,1,1,1,1
422,1,1,1,1,1
1142,1,1,1,1,1
312,0,0,0,0,0
1339,1,1,1,1,1
747,1,1,1,0,1
1227,1,0,0,1,0
1490,1,1,1,1,1
1167,0,0,0,0,0
1299,1,1,1,1,1
1018,0,1,1,1,1
1623,1,1,1,1,1
1667,1,1,1,1,1
1581,0,1,0,1,0
1576,1,1,1,1,1
20,0,0,0,0,0
884,0,0,0,0,0
1248,1,1,1,1,1
1509,1,1,1,1,1
121,1,0,0,0,0
1213,0,0,1,1,1
1338,0,1,0,0,0
728,0,0,0,0,0
44,1,0,0,0,1
985,1,0,0,0,1
172,0,0,0,0,0
1403,1,0,1,0,0
513,1,1,1,1,1
938,1,0,1,0,1
1742,0,1,1,1,1
1343,1,1,1,1,1
215,1,0,1,0,1
1262,0,0,0,0,0
889,1,1,1,1,1
883,0,0,0,0,0
853,1,1,1,0,1
1355,0,0,0,1,0
1488,1,1,1,1,1
1659,1,0,0,0,0
736,1,1,0,0,1
114,0,0,1,1,1
50,0,0,0,0,0
1536,1,1,1,1,1
1706,1,1,1,1,1
1437,1,0,1,0,1
346,1,0,1,1,1
1076,1,1,1,1,1
1501,1,1,1,1,1
179,0,0,1,0,0
440,0,1,0,0,0
530,0,0,0,0,0
181,0,1,1,1,1
152,1,1,1,1,1
309,0,0,0,0,0
1398,1,1,1,1,1
1757,1,1,1,1,1
1571,1,0,1,0,1
569,1,1,1,1,1
923,0,0,0,0,0
1668,0,0,0,1,0
1717,0,1,1,1,1
489,1,1,1,1,1
948,1,1,1,1,1
922,1,1,1,1,1
549,0,0,0,0,0
63,0,0,0,0,0
1675,1,0,1,1,1
730,1,0,1,0,1
714,0,0,0,0,0
1097,0,1,1,1,0
587,0,0,0,1,0
1313,1,1,0,1,1
1493,1,1,1,1,1
644,1,1,1,1,1
435,1,1,1,1,1
294,0,0,0,0,0
1424,1,0,0,0,0
1237,1,1,1,1,1
241,1,1,1,1,1
867,0,0,0,0,0
848,1,1,1,1,1
1728,0,1,0,0,0
825,1,1,1,1,1
977,0,1,1,1,1
228,1,1,1,1,1
654,0,0,0,0,0
709,1,1,1,1,1
1665,1,0,1,0,1
57,0,1,1,1,1
754,0,0,0,0,0
1229,0,0,0,0,0
68,0,0,0,0,0
423,1,1,1,1,1
1260,1,1,1,1,1
1672,0,0,0,0,0
1564,0,0,1,1,0
1319,1,1,1,1,1
492,1,1,1,1,1
1123,0,1,0,0,0
148,0,0,0,0,0
251,1,1,1,1,1
1332,0,0,0,0,0
1259,0,1,1,1,1
499,0,0,0,0,0
863,0,0,0,0,0
636,1,1,0,1,1
994,1,1,1,0,1
357,1,0,1,1,1
593,1,1,1,1,1
668,0,0,0,0,0
1739,1,1,1,1,1
603,1,0,1,0,0
917,0,0,0,0,0
472,1,1,1,1,1
982,0,0,1,1,1
748,0,0,0,0,0
647,0,0,0,0,0
893,0,0,0,0,0
634,1,1,1,1,1
209,0,0,0,0,1
163,0,0,0,0,0
1211,0,0,0,0,0
733,0,0,0,0,0
278,0,0,0,0,0
573,0,0,0,0,0
1198,1,1,0,1,1
521,1,1,1,1,1
1726,0,0,0,0,0
32,0,0,0,0,0
1650,0,0,0,0,0
1337,1,1,1,1,1
78,0,1,1,1,1
380,0,0,1,0,0
1397,1,1,1,0,1
1207,0,0,0,1,0
1666,0,0,0,0,0
282,1,0,0,0,0
908,1,0,1,0,1
1170,0,0,0,0,0
1596,0,1,1,1,1
1738,0,0,0,0,0
182,1,1,1,1,1
1727,0,0,0,0,0
540,0,0,0,0,0
1543,1,0,1,0,1
555,0,0,0,0,0
255,0,0,0,0,0
1556,0,0,0,0,0
667,1,1,1,1,1
1470,0,0,0,0,0
36,0,0,0,0,0
450,1,0,1,1,1
225,1,0,1,0,1
342,1,1,1,1,1
1440,1,1,1,1,1
1606,1,1,1,1,1
40,0,0,0,0,0
1057,0,0,0,0,0
189,0,0,0,0,0
567,0,0,0,0,0
